refset;algorithm;variation;bp distance;Recall snps;Recall genes;ROC-AUC overall (lso);ROC-AUC - mean per snpl (lso);Hits@1(lso);Hits@3(lso);Hits@5(lso);Hits@10(lso);Mean rank (lso);Median rank (lso);ROC-AUC overall (lco);ROC-AUC - mean per snpl (lco);Hits@1(lco);Hits@3(lco);Hits@5(lco);Hits@10(lco);Mean rank (lco);Median rank (lco)
farashi p-value cutoff;DT;autoencode;500;60,0;62,0;83,03620245255019;0,7208402530453346;23,0;38,0;46,0;58,0;3,9516129032258065;2,0;71,82886823400764;0,6068946257399717;16,0;32,0;44,0;48,0;7,274193548387097;3,0
farashi p-value cutoff;DT;autoencode;1000;79,0;83,0;84,78981173606947;0,7151375632888928;31,0;46,0;52,0;68,0;6,156626506024097;2,0;75,43106209274022;0,6691955696391152;16,0;31,0;40,0;55,0;10,289156626506024;6,0
farashi p-value cutoff;DT;autoencode;2000;88,0;92,0;85,50710670108276;0,7469017059066964;34,0;53,0;56,0;67,0;9,119565217391305;2,0;78,53407529080486;0,7338300047960444;14,0;25,0;39,0;56,0;12,554347826086957;7,5
farashi p-value cutoff;DT;combi;100;24,0;25,0;76,02985074626865;0,776388888888889;15,0;21,0;24,0;25,0;1,92;1,0;74,92537313432837;0,6805555555555557;14,0;21,0;25,0;25,0;1,88;1,0
farashi p-value cutoff;DT;combi;500;60,0;62,0;83,28516753885809;0,7235933282621122;25,0;39,0;45,0;58,0;3,935483870967742;2,0;74,39760212450209;0,651947864110511;19,0;36,0;44,0;50,0;6,661290322580645;3,0
farashi p-value cutoff;DT;combi;1000;79,0;83,0;85,14386206013033;0,7278251910826264;30,0;47,0;54,0;68,0;6,024096385542169;2,0;76,60239799216197;0,6847592714624606;18,0;36,0;44,0;58,0;9,891566265060241;5,0
farashi p-value cutoff;DT;combi;2000;88,0;92,0;86,12419407104466;0,7683437731549692;33,0;54,0;58,0;69,0;8,83695652173913;2,0;79,65176047288615;0,7433517942180231;14,0;29,0;41,0;58,0;11,934782608695652;7,0
farashi p-value cutoff;KNN;normal;100;24,0;25,0;77,70149253731343;0,7534722222222223;14,0;23,0;23,0;25,0;2,0;1,0;82,56716417910448;0,8215277777777777;14,0;25,0;25,0;25,0;1,56;1,0
farashi p-value cutoff;KNN;normal;500;60,0;62,0;70,62504881668359;0,5638103759533358;14,0;27,0;37,0;49,0;7,129032258064516;4,0;72,91455127704444;0,6006975758633573;10,0;36,0;46,0;48,0;6,935483870967742;3,0
farashi p-value cutoff;KNN;normal;1000;79,0;83,0;68,9681878795996;0,5414117935583593;15,0;24,0;31,0;48,0;14,08433734939759;9,0;78,27336411863016;0,6975830399416362;20,0;37,0;49,0;58,0;9,180722891566266;4,0
farashi p-value cutoff;KNN;normal;2000;88,0;92,0;66,74320896606439;0,5438237849300716;16,0;22,0;24,0;33,0;22,217391304347824;16,5;81,15062071893891;0,7633152207125696;19,0;39,0;48,0;58,0;11,119565217391305;5,0
farashi p-value cutoff;KNN;graphlet;100;24,0;25,0;70,83582089552239;0,6923611111111111;13,0;21,0;23,0;24,0;2,32;1,0;74,62686567164178;0,7701388888888889;14,0;22,0;24,0;25,0;1,96;1,0
farashi p-value cutoff;KNN;graphlet;500;60,0;62,0;71,70975552604858;0,5661744087872413;13,0;29,0;37,0;50,0;6,774193548387097;4,0;74,92677497461533;0,6609329350111104;21,0;37,0;45,0;49,0;6,645161290322581;3,0
farashi p-value cutoff;KNN;graphlet;1000;79,0;83,0;71,99130014499757;0,5558283769875791;13,0;28,0;36,0;51,0;12,301204819277109;8,0;77,76179633953892;0,693267611540681;19,0;35,0;47,0;57,0;9,301204819277109;4,0
