refset;algorithm;variation;bp distance;Recall snps;Recall genes;ROC-AUC overall (lso);ROC-AUC - mean per snpl (lso);Hits@1(lso);Hits@3(lso);Hits@5(lso);Hits@10(lso);Mean rank (lso);Median rank (lso);ROC-AUC overall (lco);ROC-AUC - mean per snpl (lco);Hits@1(lco);Hits@3(lco);Hits@5(lco);Hits@10(lco);Mean rank (lco);Median rank (lco)
farashi p-value cutoff;KNN3;graphlet;500;60,0;62,0;78,87213934234164;0,6595108380540604;13,0;34,0;45,0;56,0;4,887096774193548;3,0;70,56646879637584;0,636318454693557;18,0;28,0;37,0;48,0;7,483870967741935;4,0
farashi p-value cutoff;KNN3;graphlet;1000;79,0;83,0;82,26458273888207;0,6900988025281595;21,0;41,0;51,0;66,0;7,180722891566265;4,0;76,15372073116052;0,6780957613832056;17,0;32,0;43,0;58,0;10,0;5,0
farashi p-value cutoff;KNN3;graphlet;2000;88,0;92,0;84,71542467008592;0,749118928242499;18,0;40,0;56,0;66,0;9,554347826086957;4,0;78,12021610628766;0,7281847938720983;11,0;27,0;38,0;54,0;12,717391304347826;7,5
farashi p-value cutoff;KNN5;graphlet;100;24,0;25,0;78,65671641791046;0,7465277777777777;14,0;24,0;24,0;25,0;1,76;1,0;73,43283582089552;0,7138888888888889;13,0;22,0;23,0;25,0;2,08;1,0
farashi p-value cutoff;KNN5;graphlet;500;60,0;62,0;78,18772943841287;0,671095645785953;17,0;33,0;45,0;53,0;5,080645161290323;3,0;69,89963289853941;0,6117826100441717;19,0;28,0;38,0;46,0;7,774193548387097;4,0
farashi p-value cutoff;KNN5;graphlet;1000;79,0;83,0;79,05745747611034;0,6637412838736403;18,0;34,0;48,0;59,0;8,36144578313253;4,0;74,41811712776673;0,6489417246412058;15,0;33,0;41,0;57,0;11,108433734939759;6,0
farashi p-value cutoff;KNN5;graphlet;2000;88,0;92,0;82,9504821606159;0,7346342964752239;15,0;31,0;50,0;64,0;10,445652173913043;5,0;75,44947649536836;0,6975606327662779;11,0;22,0;30,0;53,0;14,521739130434783;9,0
farashi p-value cutoff;KNN7;graphlet;100;24,0;25,0;70,50746268656715;0,6791666666666667;12,0;23,0;25,0;25,0;2,04;2,0;66,2089552238806;0,6027777777777777;8,0;23,0;24,0;25,0;2,2;2,0
farashi p-value cutoff;KNN7;graphlet;500;60,0;62,0;77,38908849488404;0,6605984984533263;18,0;33,0;44,0;51,0;5,370967741935484;3,0;69,35776771069281;0,5832739496645957;16,0;28,0;36,0;44,0;7,709677419354839;4,0
farashi p-value cutoff;KNN7;graphlet;1000;79,0;83,0;78,80211032627368;0,6615849889068766;19,0;30,0;46,0;60,0;8,421686746987952;5,0;72,73725156789556;0,6386594387335452;16,0;28,0;37,0;54,0;11,795180722891565;7,0
