refset;algorithm;variation;bp distance;Recall snps;Recall genes;ROC-AUC overall (lso);ROC-AUC - mean per snpl (lso);Hits@1(lso);Hits@3(lso);Hits@5(lso);Hits@10(lso);Mean rank (lso);Median rank (lso);ROC-AUC overall (lco);ROC-AUC - mean per snpl (lco);Hits@1(lco);Hits@3(lco);Hits@5(lco);Hits@10(lco);Mean rank (lco);Median rank (lco)
farashi;DT;normal;1000;173,0;185,0;84,53871709685664;0,7150434137871592;43,0;111,0;135,0;162,0;5,643243243243243;2,0;75,14618630897701;0,669922653064633;26,0;71,0;104,0;137,0;8,686486486486487;5,0
farashi;DT;normal;2000;194,0;208,0;86,71551851174326;0,7650259124537996;50,0;125,0;143,0;170,0;7,8173076923076925;3,0;77,92726785369473;0,7299379315765734;31,0;70,0;99,0;135,0;11,475961538461538;6,0
farashi;DT;autoencode;100;54,0;55,0;72,78656126482214;0,7155864197530865;30,0;48,0;53,0;55,0;1,981818181818182;1,0;64,19631093544137;0,5464506172839507;19,0;49,0;54,0;55,0;2,1454545454545455;2,0
farashi;DT;autoencode;500;135,0;144,0;81,78145837459564;0,6696265766960247;44,0;90,0;114,0;136,0;3,798611111111111;2,0;74,58717072687662;0,6419930714700716;27,0;80,0;108,0;124,0;5,854166666666667;3,0
farashi;DT;autoencode;1000;173,0;185,0;84,74371637162335;0,703244605638093;45,0;110,0;132,0;160,0;5,4972972972972975;2,0;75,90332985681823;0,6791802344821997;27,0;75,0;107,0;140,0;8,621621621621621;5,0
farashi;DT;autoencode;2000;194,0;208,0;86,4648757075927;0,7575790084758742;48,0;127,0;143,0;169,0;7,927884615384615;3,0;79,47177632448144;0,7474784877359651;22,0;70,0;95,0;143,0;10,5;7,0
farashi;DT;combi;100;54,0;55,0;76,26482213438736;0,7484567901234569;33,0;49,0;53,0;55,0;1,8727272727272728;1,0;69,7364953886693;0,6546296296296297;25,0;48,0;54,0;55,0;1,9636363636363636;2,0
farashi;DT;combi;500;135,0;144,0;81,26629860698489;0,6679201481958877;44,0;91,0;113,0;135,0;3,951388888888889;2,0;73,07758962170726;0,6203489724580294;21,0;71,0;106,0;124,0;5,993055555555555;4,0
farashi;DT;combi;1000;173,0;185,0;85,0055601218392;0,7026846482469763;45,0;110,0;135,0;162,0;5,454054054054054;2,0;75,82010070382164;0,6759689562927556;30,0;75,0;105,0;139,0;8,675675675675675;5,0
farashi;DT;combi;2000;194,0;208,0;86,35356006788825;0,7569014825161743;47,0;125,0;142,0;168,0;7,990384615384615;3,0;78,89795293555699;0,738915002432171;14,0;58,0;94,0;141,0;10,802884615384615;6,0
farashi;KNN;normal;100;54,0;55,0;72,73386034255599;0,692283950617284;27,0;50,0;53,0;55,0;1,9454545454545455;2,0;76,77865612648222;0,782716049382716;32,0;52,0;54,0;55,0;1,7454545454545454;1,0
farashi;KNN;normal;500;135,0;144,0;67,06649831649833;0,4843005820067701;24,0;60,0;84,0;115,0;7,125;4,0;75,87950584274114;0,6601515084661516;40,0;89,0;108,0;121,0;5,673611111111111;3,0
farashi;KNN;normal;1000;173,0;185,0;70,3997762137297;0,5314200811666453;34,0;58,0;81,0;128,0;11,216216216216216;6,0;78,54262644960319;0,7050004443761317;43,0;94,0;118,0;139,0;7,6702702702702705;3,0
farashi;KNN;normal;2000;194,0;208,0;66,16153820746568;0,5062187331002341;21,0;36,0;58,0;92,0;19,802884615384617;12,0;80,9591501773428;0,7601626696437882;44,0;96,0;119,0;140,0;9,990384615384615;4,0
farashi;KNN;autoencode;100;54,0;55,0;68,47167325428195;0,6203703703703703;26,0;47,0;53,0;55,0;2,109090909090909;2,0;71,93017127799737;0,6768518518518519;26,0;50,0;53,0;55,0;1,9090909090909092;2,0
farashi;KNN;autoencode;500;135,0;144,0;66,00399419026871;0,4744126434470563;22,0;56,0;83,0;112,0;7,305555555555555;5,0;75,97172707466825;0,6614983098129529;40,0;89,0;109,0;121,0;5,659722222222222;3,0
farashi;KNN;autoencode;1000;173,0;185,0;66,89468922027062;0,47819775349589483;20,0;48,0;70,0;120,0;12,621621621621621;7,0;78,83935046725745;0,7085352280970278;44,0;96,0;119,0;139,0;7,589189189189189;3,0
farashi;KNN;autoencode;2000;194,0;208,0;63,59876952549366;0,4698257002978636;9,0;24,0;47,0;86,0;21,39903846153846;13,0;81,01009177109059;0,760704625700268;44,0;96,0;119,0;140,0;9,966346153846153;4,0
farashi;KNN;combi;100;54,0;55,0;73,48484848484847;0,7075617283950618;28,0;49,0;54,0;55,0;1,8727272727272728;1,0;68,05006587615283;0,6297839506172841;19,0;51,0;54,0;55,0;1,981818181818182;2,0
farashi;KNN;combi;500;135,0;144,0;66,60683633722849;0,4826726801482278;26,0;57,0;85,0;113,0;7,270833333333333;5,0;76,1807206047402;0,6659625832786048;40,0;87,0;110,0;121,0;5,576388888888889;3,0
farashi;KNN;combi;1000;173,0;185,0;66,84765266160613;0,4868392483535554;19,0;48,0;72,0;121,0;12,702702702702704;7,0;78,40061886573515;0,7050459153026027;40,0;93,0;119,0;138,0;7,724324324324324;3,0
farashi;KNN;combi;2000;194,0;208,0;64,14115140705509;0,4852672185088009;15,0;28,0;51,0;90,0;21,3125;13,0;81,09984298301778;0,7632141210882225;44,0;97,0;120,0;141,0;9,932692307692308;4,0
farashi;RF;normal;100;54,0;55,0;70,50065876152833;0,6631172839506172;25,0;51,0;54,0;55,0;1,981818181818182;2,0;55,82345191040843;0,4449074074074075;14,0;46,0;52,0;55,0;2,5454545454545454;2,0
