refset;algorithm;variation;binary;expression;bp distance;Recall snps;Recall genes;ROC-AUC overall (lso);ROC-AUC - mean per snpl (lso);Hits@1(lso);Hits@3(lso);Hits@5(lso);Hits@10(lso);Mean rank (lso);Median rank (lso);ROC-AUC overall (lco);ROC-AUC - mean per snpl (lco);Hits@1(lco);Hits@3(lco);Hits@5(lco);Hits@10(lco);Mean rank (lco);Median rank (lco)
farashi;LR;combo;normal;diff expression;100;54,0;55,0;69,47957839262187;0,6188271604938271;28,0;47,0;53,0;55,0;2,0727272727272728;1,0;78,70882740447959;0,7518518518518519;31,0;52,0;55,0;55,0;1,6545454545454545;1,0
farashi;LR;combo;normal;diff expression;500;135,0;144,0;75,42231960124116;0,602398016111846;40,0;70,0;100,0;125,0;5,069444444444445;4,0;75,44707697893972;0,6603921263262817;37,0;88,0;109,0;120,0;5,736111111111111;3,0
farashi;LR;combo;normal;diff expression;1000;173,0;185,0;73,19503249735808;0,5823735929715997;31,0;60,0;84,0;132,0;9,518918918918919;6,0;78,74313618499666;0,709699277719813;44,0;96,0;118,0;138,0;7,621621621621622;3,0
farashi;LR;combo;normal;diff expression;2000;194,0;208,0;68,1624884396882;0,5574954640877784;28,0;46,0;60,0;98,0;17,865384615384617;11,0;80,84993063812922;0,7595537056091913;45,0;96,0;118,0;139,0;10,04326923076923;4,0
farashi;LR;combo;binary;diff expression;100;54,0;55,0;68,965744400527;0,6435185185185185;28,0;46,0;52,0;55,0;2,109090909090909;1,0;70,79710144927537;0,6529320987654321;25,0;51,0;55,0;55,0;1,9090909090909092;2,0
farashi;LR;combo;binary;diff expression;500;135,0;144,0;82,61805142932594;0,6923523434480912;46,0;92,0;119,0;136,0;3,763888888888889;2,0;75,41839968310556;0,6492781000194898;34,0;90,0;105,0;121,0;5,75;3,0
farashi;LR;combo;binary;diff expression;1000;173,0;185,0;83,45632368888182;0,7082756476959322;50,0;108,0;127,0;155,0;6,183783783783784;2,0;78,8562035073663;0,7044422853581511;39,0;95,0;117,0;142,0;7,524324324324325;3,0
farashi;LR;combo;binary;diff expression;2000;194,0;208,0;82,36125085114384;0,7172641931073686;56,0;106,0;122,0;150,0;10,177884615384615;3,0;82,26711688364483;0,7682191490646576;46,0;94,0;121,0;147,0;9,317307692307692;4,0
farashi;LR;incoming;normal;diff expression;100;45,0;46,0;69,29627969520395;0,6638335738335737;24,0;41,0;44,0;46,0;1,9782608695652173;1,0;77,95831465710444;0,7812938912938912;27,0;45,0;46,0;46,0;1,5869565217391304;1,0
farashi;LR;incoming;normal;diff expression;500;121,0;130,0;70,72323124406458;0,5676261217812836;28,0;55,0;89,0;113,0;5,2615384615384615;4,0;75,16292735042735;0,651767443440099;35,0;86,0;100,0;111,0;5,161538461538462;3,0
farashi;LR;incoming;normal;diff expression;1000;159,0;170,0;68,16367456073338;0,5409702457810804;18,0;44,0;69,0;118,0;9,629411764705882;7,0;77,86354087089381;0,6947563393366909;40,0;92,0;112,0;130,0;6,8352941176470585;3,0
farashi;LR;incoming;normal;diff expression;2000;180,0;192,0;62,58660517999451;0,5081524964838027;12,0;28,0;43,0;82,0;17,953125;13,0;79,99042491068975;0,7485871700478379;41,0;93,0;112,0;131,0;9,15625;4,0
farashi;LR;incoming;binary;diff expression;100;45,0;46,0;75,5378753922008;0,7472005772005771;30,0;40,0;43,0;46,0;1,8478260869565217;1,0;79,84087852980726;0,792967772967773;30,0;44,0;45,0;46,0;1,5869565217391304;1,0
farashi;LR;incoming;binary;diff expression;500;121,0;130,0;81,55745489078822;0,6800118847530762;48,0;86,0;105,0;123,0;3,623076923076923;2,0;75,82917853751188;0,6320987971185601;32,0;85,0;100,0;114,0;4,930769230769231;2,0
farashi;LR;incoming;binary;diff expression;1000;159,0;170,0;79,88311688311688;0,6638507456989651;50,0;89,0;109,0;140,0;6,41764705882353;3,0;77,35523300229184;0,6869286004171559;34,0;88,0;110,0;132,0;6,952941176470588;3,0
farashi;LR;incoming;binary;diff expression;2000;180,0;192,0;75,17458436383623;0,6445562812189338;45,0;77,0;91,0;118,0;12,0;6,5;79,41403029678483;0,7403702763059636;35,0;86,0;109,0;131,0;9,385416666666666;4,0
farashi;LR;outgoing;normal;diff expression;100;50,0;51,0;61,39928698752228;0,5423809523809524;22,0;45,0;49,0;51,0;2,1372549019607843;2,0;71,89839572192514;0,6842222222222223;25,0;51,0;51,0;51,0;1,7058823529411764;2,0
farashi;LR;outgoing;normal;diff expression;500;128,0;137,0;73,05809433220983;0,5714802138136236;30,0;66,0;94,0;120,0;4,854014598540146;4,0;74,72679431773535;0,6451652435535422;35,0;88,0;105,0;120,0;5,343065693430657;3,0
farashi;LR;outgoing;normal;diff expression;1000;164,0;176,0;72,7348746788389;0,5884850583684104;33,0;65,0;88,0;128,0;8,670454545454545;5,5;78,29403665336467;0,7021725350237968;42,0;98,0;115,0;138,0;7,096590909090909;3,0
farashi;LR;outgoing;normal;diff expression;2000;182,0;196,0;67,2074593912632;0,5566645679577595;26,0;43,0;59,0;98,0;16,397959183673468;10,5;80,82631175794714;0,7589986783393696;41,0;97,0;115,0;139,0;9,096938775510203;4,0
farashi;LR;outgoing;binary;diff expression;100;50,0;51,0;65,15151515151516;0,623174603174603;25,0;46,0;50,0;51,0;1,9803921568627452;2,0;72,83422459893049;0,7031428571428572;25,0;50,0;51,0;51,0;1,6862745098039216;2,0
farashi;LR;outgoing;binary;diff expression;500;128,0;137,0;82,01908562684808;0,6830686569819213;46,0;91,0;114,0;129,0;3,4817518248175183;2,0;74,95605963482973;0,6421416574072538;36,0;88,0;106,0;119,0;5,313868613138686;3,0
farashi;LR;outgoing;binary;diff expression;1000;164,0;176,0;82,20383138358936;0,6813117025302338;47,0;106,0;119,0;150,0;5,6875;3,0;77,39247936369104;0,6891967495006653;34,0;90,0;112,0;138,0;7,3522727272727275;3,0
farashi;LR;outgoing;binary;diff expression;2000;182,0;196,0;78,21116382209719;0,6616142539208437;48,0;79,0;99,0;133,0;10,974489795918368;5,0;80,01828077075334;0,7512048547477721;30,0;86,0;113,0;138,0;9,448979591836734;4,0
farashi;SVM;combo;normal;diff expression;100;54,0;55,0;73,08959156785244;0,7108024691358025;31,0;47,0;54,0;55,0;1,9454545454545455;1,0;66,83794466403162;0,6149691358024691;27,0;47,0;54,0;55,0;2,1636363636363636;2,0
farashi;SVM;combo;normal;diff expression;500;135,0;144,0;78,3005710701789;0,6733094854760261;44,0;88,0;105,0;130,0;4,729166666666667;3,0;68,22885719944543;0,548470437064778;26,0;70,0;87,0;120,0;7,145833333333333;4,0
farashi;SVM;combo;normal;diff expression;1000;173,0;185,0;77,18139811163066;0,6296201021234779;48,0;78,0;102,0;143,0;8,345945945945946;4,0;68,18104585546446;0,503813286110152;13,0;48,0;72,0;125,0;12,205405405405406;6,0
farashi;SVM;combo;normal;diff expression;2000;194,0;208,0;78,14094306736993;0,6758555480479881;46,0;75,0;97,0;138,0;12,153846153846153;6,0;65,50399783529986;0,5066711459509687;6,0;36,0;49,0;96,0;20,158653846153847;12,0
farashi;SVM;combo;binary;diff expression;100;54,0;55,0;69,71014492753623;0,6669753086419753;29,0;47,0;53,0;55,0;2,0727272727272728;1,0;64,2292490118577;0,6083333333333333;27,0;44,0;53,0;55,0;2,272727272727273;2,0
farashi;SVM;combo;binary;diff expression;500;135,0;144,0;83,72965768799102;0,7172652476429615;56,0;102,0;116,0;135,0;3,6319444444444446;2,0;70,19170462797914;0,5440301765954446;35,0;73,0;92,0;114,0;6,534722222222222;3,0
farashi;SVM;combo;binary;diff expression;1000;173,0;185,0;83,2577479089107;0,7046558248502937;57,0;114,0;130,0;155,0;6,221621621621622;3,0;68,66232447627796;0,504782724081633;20,0;46,0;78,0;125,0;11,91891891891892;7,0
farashi;SVM;combo;binary;diff expression;2000;194,0;208,0;84,5539625191825;0,7386678096687055;55,0;116,0;135,0;158,0;8,41826923076923;3,0;62,89654410195432;0,45907473653947073;10,0;26,0;40,0;85,0;21,77403846153846;15,0
farashi;SVM;incoming;normal;diff expression;100;45,0;46,0;74,28283281039893;0,7325829725829727;27,0;43,0;46,0;46,0;1,7173913043478262;1,0;74,97758852532496;0,7370274170274171;27,0;43,0;46,0;46,0;1,6956521739130435;1,0
farashi;SVM;incoming;normal;diff expression;500;121,0;130,0;80,37037037037037;0,6862848822271159;40,0;84,0;104,0;124,0;3,7384615384615385;2,0;69,7346866096866;0,5697738452246085;24,0;69,0;92,0;110,0;5,953846153846154;3,0
farashi;SVM;incoming;normal;diff expression;1000;159,0;170,0;76,82534377387319;0,6148121950795694;39,0;69,0;94,0;140,0;7,08235294117647;4,0;66,37366310160428;0,48942799913608587;10,0;42,0;72,0;122,0;11,223529411764705;6,0
farashi;SVM;incoming;normal;diff expression;2000;180,0;192,0;76,5497904644133;0,6537614041783991;44,0;73,0;83,0;116,0;11,026041666666666;7,0;65,32727054135752;0,5003968900052864;6,0;29,0;46,0;97,0;17,25;10,0
farashi;SVM;incoming;binary;diff expression;100;45,0;46,0;76,64724338861497;0,7862145262145261;29,0;42,0;45,0;46,0;1,6956521739130435;1,0;74,04751232631106;0,7311880711880712;27,0;42,0;45,0;46,0;1,7826086956521738;1,0
farashi;SVM;incoming;binary;diff expression;500;121,0;130,0;84,1162155745489;0,7340119786292035;58,0;95,0;109,0;125,0;3,269230769230769;2,0;69,63823599240266;0,5477341919623062;28,0;62,0;81,0;116,0;5,6692307692307695;4,0
farashi;SVM;incoming;binary;diff expression;1000;159,0;170,0;82,6285332314744;0,6945956252048526;51,0;96,0;112,0;149,0;5,247058823529412;2,0;69,02998472116118;0,5081633128232698;22,0;45,0;74,0;119,0;9,617647058823529;6,0
farashi;SVM;incoming;binary;diff expression;2000;180,0;192,0;81,68040670513878;0,7155786714473273;54,0;102,0;115,0;138,0;8,536458333333334;3,0;64,51854046441329;0,49292005024919755;6,0;29,0;46,0;94,0;17,052083333333332;11,0
farashi;SVM;outgoing;normal;diff expression;100;50,0;51,0;66,03386809269162;0,629;26,0;42,0;50,0;51,0;2,0392156862745097;1,0;62,63814616755793;0,544;22,0;43,0;50,0;51,0;2,1372549019607843;2,0
farashi;SVM;outgoing;normal;diff expression;500;128,0;137,0;76,43090506813341;0,6351640385283719;45,0;85,0;99,0;123,0;4,635036496350365;3,0;69,26345609065156;0,5529621749667523;29,0;69,0;88,0;116,0;6,036496350364963;3,0
farashi;SVM;outgoing;normal;diff expression;1000;164,0;176,0;76,17223801454108;0,6079935587454247;44,0;67,0;98,0;137,0;7,636363636363637;4,0;67,39249644672826;0,48835570912768694;20,0;47,0;78,0;117,0;11,085227272727273;7,0
farashi;SVM;outgoing;normal;diff expression;2000;182,0;196,0;77,85295083180725;0,6648188789009462;39,0;68,0;97,0;126,0;10,948979591836734;6,0;68,16514809677223;0,528193755514831;21,0;41,0;64,0;101,0;16,586734693877553;10,0
farashi;SVM;outgoing;binary;diff expression;100;50,0;51,0;70,88235294117648;0,6761904761904762;29,0;44,0;49,0;51,0;1,8823529411764706;1,0;62,91443850267381;0,5461904761904762;23,0;44,0;49,0;51,0;2,0980392156862746;2,0
farashi;SVM;outgoing;binary;diff expression;500;128,0;137,0;82,54869626351812;0,697821528941099;51,0;97,0;113,0;130,0;3,510948905109489;2,0;69,53614482744361;0,5525054894141535;27,0;79,0;90,0;114,0;6,065693430656935;3,0
farashi;SVM;outgoing;binary;diff expression;1000;164,0;176,0;82,55437530749468;0,6928920501702654;55,0;104,0;123,0;147,0;5,869318181818182;3,0;66,74581807248674;0,49933799779014715;17,0;46,0;76,0;118,0;11,551136363636363;6,0
farashi;SVM;outgoing;binary;diff expression;2000;182,0;196,0;82,87879494961524;0,7259375593784877;54,0;105,0;122,0;146,0;8,372448979591837;3,0;62,73309591933288;0,444561388309481;12,0;25,0;41,0;84,0;19,857142857142858;13,5
farashi;DT;combo;normal;diff expression;100;54,0;55,0;70,73781291172595;0,6635802469135802;29,0;48,0;53,0;55,0;2,018181818181818;1,0;72,56258234519105;0,6876543209876543;28,0;50,0;53,0;55,0;1,9272727272727272;1,0
farashi;DT;combo;normal;diff expression;500;135,0;144,0;83,98713441605598;0,7082303812677603;45,0;99,0;120,0;138,0;3,4444444444444446;2,0;75,61790288505973;0,6627297877241114;45,0;82,0;108,0;123,0;5,722222222222222;3,0
farashi;DT;combo;normal;diff expression;1000;173,0;185,0;86,18029990123014;0,7415283942133055;55,0;111,0;137,0;164,0;4,951351351351351;2,0;77,20647046228443;0,6816031712516082;30,0;75,0;113,0;142,0;7,994594594594594;4,0
farashi;DT;combo;normal;diff expression;2000;194,0;208,0;87,82661056739536;0,7852945112157468;60,0;122,0;143,0;174,0;6,740384615384615;3,0;77,83738960537416;0,736820179033602;24,0;59,0;98,0;138,0;11,54326923076923;6,0
farashi;DT;combo;binary;diff expression;100;54,0;55,0;67,40447957839262;0,6373456790123456;27,0;46,0;52,0;55,0;2,1454545454545455;2,0;71,37022397891964;0,6890432098765432;28,0;49,0;54,0;55,0;1,9636363636363636;1,0
farashi;DT;combo;binary;diff expression;500;135,0;144,0;83,67952399815145;0,7207835061600919;47,0;96,0;122,0;136,0;3,5208333333333335;2,0;74,38973063973063;0,64486816910618;19,0;74,0;106,0;128,0;5,479166666666667;3,0
farashi;DT;combo;binary;diff expression;1000;173,0;185,0;85,39545934894772;0,7300211553967831;50,0;109,0;131,0;164,0;5,162162162162162;3,0;76,30545444498934;0,6705015103798712;27,0;79,0;106,0;142,0;8,443243243243243;4,0
farashi;DT;combo;binary;diff expression;2000;194,0;208,0;87,31170030590364;0,7788465285144712;59,0;123,0;141,0;169,0;6,985576923076923;3,0;77,90954627681738;0,7239181487006248;11,0;60,0;99,0;137,0;11,365384615384615;6,0
farashi;DT;incoming;normal;diff expression;100;45,0;46,0;76,80412371134021;0,7523184223184223;26,0;45,0;46,0;46,0;1,6304347826086956;1,0;72,55714926042134;0,6640788840788842;24,0;43,0;45,0;46,0;1,7826086956521738;1,0
farashi;DT;incoming;normal;diff expression;500;121,0;130,0;83,54789886039887;0,7349189726147097;51,0;89,0;111,0;126,0;3,223076923076923;2,0;72,54303181386514;0,585989354831432;23,0;77,0;96,0;114,0;5,346153846153846;3,0
farashi;DT;incoming;normal;diff expression;1000;159,0;170,0;84,25954927425516;0,7291961672825478;52,0;106,0;127,0;148,0;4,982352941176471;2,0;74,4453781512605;0,6573123525983535;36,0;73,0;102,0;128,0;7,91764705882353;4,0
farashi;DT;incoming;normal;diff expression;2000;180,0;192,0;85,510098928277;0,7650069194190026;56,0;111,0;131,0;157,0;7,057291666666667;3,0;76,1874828249519;0,7151186322234038;17,0;58,0;87,0;128,0;10,786458333333334;6,0
farashi;DT;incoming;binary;diff expression;100;45,0;46,0;69,34110264455401;0,6853391053391052;26,0;41,0;42,0;46,0;2,0434782608695654;1,0;66,29314208874943;0,614035594035594;20,0;42,0;46,0;46,0;1,9565217391304348;2,0
farashi;DT;incoming;binary;diff expression;500;121,0;130,0;83,78501899335232;0,7249867598932408;47,0;89,0;112,0;126,0;3,0923076923076924;2,0;73,48973171889838;0,6388060021619978;32,0;77,0;95,0;113,0;5,3;3,0
farashi;DT;incoming;binary;diff expression;1000;159,0;170,0;84,18382352941177;0,727748119256204;49,0;107,0;127,0;148,0;5,035294117647059;2,0;74,62652788388083;0,6524620354504989;23,0;69,0;105,0;130,0;7,705882352941177;4,0
farashi;DT;incoming;binary;diff expression;2000;180,0;192,0;84,93275968672714;0,7599034516628921;54,0;111,0;129,0;156,0;7,317708333333333;3,0;76,01010751580104;0,7136655042581713;20,0;59,0;92,0;125,0;10,796875;6,0
farashi;DT;outgoing;normal;diff expression;100;50,0;51,0;67,6916221033868;0,650126984126984;28,0;45,0;50,0;51,0;1,9411764705882353;1,0;72,57575757575758;0,6957619047619048;26,0;49,0;51,0;51,0;1,7058823529411764;1,0
farashi;DT;outgoing;normal;diff expression;500;128,0;137,0;84,34921734455449;0,7278032293737715;50,0;97,0;118,0;132,0;3,0875912408759123;2,0;77,0982816732491;0,6605369528547521;31,0;92,0;109,0;123,0;4,7226277372262775;3,0
farashi;DT;outgoing;normal;diff expression;1000;164,0;176,0;85,53169245066418;0,7403669485022976;53,0;111,0;132,0;156,0;4,670454545454546;2,0;76,10014759744163;0,6726754527195352;22,0;77,0;109,0;140,0;7,7272727272727275;4,0
farashi;DT;outgoing;normal;diff expression;2000;182,0;196,0;85,99396863302962;0,7554087919123511;55,0;111,0;129,0;160,0;6,8520408163265305;3,0;78,11412768860896;0,7250506207688345;14,0;63,0;100,0;133,0;10,214285714285714;5,0
farashi;DT;outgoing;binary;diff expression;100;50,0;51,0;72,37076648841354;0,6980952380952381;31,0;48,0;50,0;51,0;1,7843137254901962;1,0;64,90196078431373;0,6044285714285714;23,0;48,0;51,0;51,0;1,9215686274509804;2,0
farashi;DT;outgoing;binary;diff expression;500;128,0;137,0;83,63479870143297;0,7109031744407721;48,0;94,0;117,0;131,0;3,197080291970803;2,0;73,76708504786916;0,6271452929823079;32,0;83,0;107,0;116,0;5,554744525547445;3,0
farashi;DT;outgoing;binary;diff expression;1000;164,0;176,0;86,10491376482807;0,7445937946336709;51,0;109,0;139,0;158,0;4,4602272727272725;2,0;73,36788662329853;0,6367767905848597;17,0;69,0;101,0;128,0;8,5;4,0
farashi;DT;outgoing;binary;diff expression;2000;182,0;196,0;86,4311944616989;0,7686957032559241;54,0;111,0;134,0;163,0;6,6479591836734695;3,0;76,9261189730584;0,715806997431276;13,0;65,0;94,0;130,0;10,775510204081632;6,0
farashi;KNN1;combo;normal;diff expression;100;54,0;55,0;74,75625823451911;0,683641975308642;31,0;51,0;53,0;55,0;1,8545454545454545;1,0;79,89459815546772;0,7535493827160494;33,0;52,0;54,0;55,0;1,6363636363636365;1,0
farashi;KNN1;combo;normal;diff expression;500;135,0;144,0;84,92626427675447;0,727211740814758;53,0;96,0;123,0;137,0;3,2847222222222223;2,0;74,7045619594639;0,647893513022548;34,0;83,0;106,0;122,0;5,833333333333333;3,0
farashi;KNN1;combo;normal;diff expression;1000;173,0;185,0;85,83660839474794;0,7434778403382869;53,0;114,0;139,0;162,0;5,178378378378379;2,0;76,99104164220444;0,6854840798888586;29,0;85,0;109,0;142,0;8,118918918918919;4,0
farashi;KNN1;combo;normal;diff expression;2000;194,0;208,0;87,30871495065907;0,7849153515220945;63,0;125,0;146,0;170,0;7,1201923076923075;3,0;78,61602741953516;0,7379537522009217;25,0;57,0;94,0;141,0;11,014423076923077;6,0
farashi;KNN1;combo;binary;diff expression;100;54,0;55,0;72,06851119894598;0,6959876543209875;31,0;46,0;53,0;55,0;1,981818181818182;1,0;71,61396574440052;0,6700617283950618;25,0;52,0;55,0;55,0;1,8545454545454545;2,0
farashi;KNN1;combo;binary;diff expression;500;135,0;144,0;83,75524031161287;0,7140474128853892;52,0;94,0;120,0;136,0;3,513888888888889;2,0;73,96349112035385;0,6368223193485105;34,0;82,0;102,0;121,0;5,986111111111111;3,0
farashi;KNN1;combo;binary;diff expression;1000;173,0;185,0;85,21235521235522;0,7333362990231482;52,0;115,0;136,0;159,0;5,34054054054054;2,0;77,06480822759893;0,68919858551422;38,0;87,0;110,0;139,0;8,172972972972973;4,0
farashi;KNN1;combo;binary;diff expression;2000;194,0;208,0;86,90626365641229;0,7763680333199907;59,0;121,0;142,0;171,0;7,322115384615385;3,0;78,83348196591359;0,7346649620799685;32,0;68,0;105,0;137,0;10,942307692307692;5,0
farashi;KNN1;incoming;normal;diff expression;100;45,0;46,0;69,85656656207978;0,6966955266955266;27,0;39,0;43,0;46,0;2,0869565217391304;1,0;72,60197220977139;0,7559644059644061;27,0;42,0;45,0;46,0;1,8478260869565217;1,0
farashi;KNN1;incoming;normal;diff expression;500;121,0;130,0;83,42800332383665;0,7301426080242954;50,0;89,0;109,0;127,0;3,1615384615384614;2,0;72,31570512820514;0,6209587709774466;26,0;79,0;95,0;111,0;5,584615384615384;3,0
farashi;KNN1;incoming;normal;diff expression;1000;159,0;170,0;84,20263559969443;0,7254583152521409;51,0;105,0;126,0;149,0;4,988235294117647;2,0;74,68114973262033;0,6534235224696968;24,0;68,0;105,0;129,0;7,605882352941176;4,0
farashi;KNN1;incoming;normal;diff expression;2000;180,0;192,0;84,82425632041769;0,7611233069863216;55,0;112,0;129,0;155,0;7,421875;3,0;76,74992271228359;0,7146089025377568;16,0;59,0;94,0;129,0;10,416666666666666;6,0
farashi;KNN1;incoming;binary;diff expression;100;45,0;46,0;78,664276109368;0,7901924001924001;30,0;44,0;44,0;46,0;1,673913043478261;1,0;74,32765575974899;0,7148051948051948;23,0;45,0;46,0;46,0;1,673913043478261;1,5
farashi;KNN1;incoming;binary;diff expression;500;121,0;130,0;83,66779439696106;0,7250836059611613;47,0;87,0;113,0;126,0;3,1769230769230767;2,0;71,52065527065528;0,6036634018225729;29,0;77,0;94,0;111,0;5,7153846153846155;3,0
farashi;KNN1;incoming;binary;diff expression;1000;159,0;170,0;84,58861726508785;0,734019938762872;51,0;106,0;127,0;151,0;4,8882352941176475;2,0;74,80672268907563;0,6535769392612177;32,0;76,0;101,0;129,0;7,711764705882353;4,0
farashi;KNN1;incoming;binary;diff expression;2000;180,0;192,0;85,47604939543831;0,7667305111227289;54,0;115,0;134,0;157,0;7,078125;3,0;77,53276140423193;0,7212924773702625;24,0;73,0;97,0;129,0;10,151041666666666;5,0
farashi;KNN1;outgoing;normal;diff expression;100;50,0;51,0;69,63458110516933;0,6705396825396827;27,0;47,0;51,0;51,0;1,8235294117647058;1,0;74,41176470588235;0,6859999999999999;28,0;51,0;51,0;51,0;1,6470588235294117;1,0
farashi;KNN1;outgoing;normal;diff expression;500;128,0;137,0;83,95633878538492;0,7135767910262395;48,0;96,0;120,0;131,0;3,153284671532847;2,0;72,0141229503112;0,623518695398336;26,0;76,0;102,0;120,0;5,671532846715328;3,0
farashi;KNN1;outgoing;normal;diff expression;1000;164,0;176,0;84,58315680861531;0,7244935826988084;53,0;110,0;131,0;154,0;5,1022727272727275;2,5;76,15934032143443;0,6840233432320376;24,0;83,0;110,0;137,0;7,732954545454546;4,0
farashi;KNN1;outgoing;normal;diff expression;2000;182,0;196,0;85,63615794843406;0,7640920218809417;57,0;113,0;134,0;160,0;7,23469387755102;3,0;79,26584843052503;0,7476698803738558;27,0;82,0;106,0;134,0;9,795918367346939;5,0
farashi;KNN1;outgoing;binary;diff expression;100;50,0;51,0;60,56149732620321;0,5888095238095238;24,0;43,0;50,0;51,0;2,156862745098039;2,0;68,8680926916221;0,6957619047619048;25,0;47,0;51,0;51,0;1,8235294117647058;2,0
farashi;KNN1;outgoing;binary;diff expression;500;128,0;137,0;83,88758503753024;0,718007528151261;49,0;96,0;118,0;131,0;3,1751824817518246;2,0;74,07079051301669;0,6313851331991257;27,0;80,0;103,0;120,0;5,189781021897811;3,0
farashi;KNN1;outgoing;binary;diff expression;1000;164,0;176,0;85,10196864921008;0,7430346850844695;53,0;110,0;134,0;154,0;4,926136363636363;2,0;77,0070860438419;0,6806925043416276;18,0;85,0;114,0;138,0;7,386363636363637;4,0
farashi;KNN1;outgoing;binary;diff expression;2000;182,0;196,0;85,63386480597602;0,7618746124086917;58,0;113,0;131,0;159,0;7,23469387755102;3,0;79,81246117750048;0,7372506304957822;18,0;75,0;105,0;139,0;9,510204081632653;5,0
farashi;KNN3;combo;normal;diff expression;100;54,0;55,0;73,64953886693017;0,716820987654321;31,0;49,0;53,0;55,0;1,8909090909090909;1,0;70,96837944664031;0,6637345679012346;27,0;50,0;54,0;55,0;1,9454545454545455;2,0
farashi;KNN3;combo;normal;diff expression;500;135,0;144,0;81,09959893048129;0,7070947006383425;42,0;82,0;112,0;139,0;3,8333333333333335;3,0;70,15498118439295;0,5891457190476497;27,0;72,0;93,0;118,0;6,638888888888889;3,5
farashi;KNN3;combo;normal;diff expression;1000;173,0;185,0;83,03983257471629;0,7262527317688138;42,0;83,0;122,0;163,0;5,724324324324324;4,0;73,36791429814686;0,6474062030890855;29,0;61,0;91,0;134,0;9,254054054054054;6,0
farashi;KNN3;combo;normal;diff expression;2000;194,0;208,0;85,05785237354799;0,75978446952813;34,0;86,0;119,0;165,0;7,706730769230769;5,0;75,43494085185523;0,6951142588996047;16,0;47,0;71,0;126,0;12,504807692307692;8,0
farashi;KNN3;combo;binary;diff expression;100;54,0;55,0;65,67852437417655;0,5740740740740741;22,0;47,0;51,0;55,0;2,2363636363636363;2,0;61,4163372859025;0,5307098765432099;23,0;47,0;53,0;55,0;2,3454545454545452;2,0
farashi;KNN3;combo;binary;diff expression;500;135,0;144,0;80,50892916088995;0,679714858145036;41,0;85,0;114,0;136,0;3,986111111111111;3,0;71,96268237934905;0,607357515771968;17,0;71,0;102,0;126,0;5,673611111111111;4,0
farashi;KNN3;combo;binary;diff expression;1000;173,0;185,0;84,05861266326383;0,712725959943635;42,0;95,0;133,0;161,0;5,513513513513513;3,0;75,89732078104171;0,6532243728611589;32,0;78,0;103,0;139,0;8,583783783783783;5,0
farashi;KNN3;combo;binary;diff expression;2000;194,0;208,0;85,78847043100907;0,7617787145260758;36,0;91,0;126,0;171,0;7,5048076923076925;4,0;76,45879066434954;0,7067606021542612;29,0;53,0;80,0;132,0;12,197115384615385;7,0
farashi;KNN3;incoming;normal;diff expression;100;45,0;46,0;74,31645002241149;0,7281625781625782;28,0;42,0;44,0;46,0;1,826086956521739;1,0;79,17974002689377;0,7937277537277536;29,0;43,0;45,0;46,0;1,608695652173913;1,0
farashi;KNN3;incoming;normal;diff expression;500;121,0;130,0;80,25077160493827;0,7107352585870179;38,0;80,0;109,0;127,0;3,576923076923077;3,0;71,775581671415;0,6219687909141736;30,0;74,0;94,0;112,0;5,638461538461539;3,0
farashi;KNN3;incoming;normal;diff expression;1000;159,0;170,0;81,67589763177997;0,7100262100582452;35,0;83,0;120,0;151,0;5,552941176470588;4,0;71,60599694423223;0,6193679339922855;24,0;60,0;92,0;125,0;8,541176470588235;5,0
farashi;KNN3;incoming;normal;diff expression;2000;180,0;192,0;83,49537991206375;0,7563814589341804;35,0;86,0;111,0;155,0;7,729166666666667;4,0;74,20406533388292;0,6828562854049937;20,0;45,0;78,0;117,0;11,484375;6,5
farashi;KNN3;incoming;binary;diff expression;100;45,0;46,0;68,03003137606454;0,6578306878306878;23,0;42,0;44,0;46,0;1,9565217391304348;1,5;66,27073061407441;0,6275132275132276;22,0;43,0;46,0;46,0;1,934782608695652;2,0
farashi;KNN3;incoming;binary;diff expression;500;121,0;130,0;77,45726495726495;0,6640252484608251;32,0;73,0;99,0;125,0;3,9923076923076923;3,0;71,03009259259258;0,607999781965542;26,0;69,0;96,0;110,0;5,615384615384615;3,0
farashi;KNN3;incoming;binary;diff expression;1000;159,0;170,0;80,4794690603514;0,7016581076811724;33,0;79,0;113,0;150,0;5,829411764705882;4,0;71,62471352177235;0,6214751959415801;30,0;69,0;92,0;122,0;8,98235294117647;5,0
farashi;KNN3;incoming;binary;diff expression;2000;180,0;192,0;82,7830018549052;0,7509030584316223;35,0;74,0;103,0;158,0;7,96875;5,0;73,27678448749656;0,6736806560836439;21,0;52,0;72,0;116,0;12,041666666666666;7,5
farashi;KNN3;outgoing;normal;diff expression;100;50,0;51,0;67,62923351158645;0,660873015873016;25,0;46,0;50,0;51,0;1,9215686274509804;2,0;73,27094474153297;0,717015873015873;29,0;49,0;51,0;51,0;1,7254901960784315;1,0
farashi;KNN3;outgoing;normal;diff expression;500;128,0;137,0;79,337947933252;0,6746379816378757;44,0;81,0;111,0;131,0;3,795620437956204;3,0;69,97632389735531;0,5808170960083354;28,0;73,0;90,0;116,0;5,890510948905109;3,0
