Gene rank;DEPICT For SNP rank;predicates For SNP rank;node2vec normal For SNP rank;node2vec graphlet For SNP rank;node2vec autoencode For SNP rank;node2vec combi For SNP rank;network distance For SNP rank;EVOKE For SNP rank;rdf2vec For SNP rank;struc2vec For SNP rank;Recall snps;Recall genes;Recall entries;ROC-AUC overall (lso);ROC-AUC - mean per snpl (lso);Hits@1(lso);Hits@3(lso);Hits@5(lso);Hits@10(lso);Mean rank (lso);Median rank (lso)
True;True;False;True;False;False;False;True;True;False;True;87,0;228,0;87,0;80,05640037124296;0,7630387002880988;57,0;81,0;83,0;86,0;1,793103448275862;1,0
True;True;False;True;False;False;False;True;False;True;True;87,0;228,0;87,0;79,92432355250946;0,737609946411069;56,0;81,0;83,0;86,0;1,793103448275862;1,0
True;True;False;True;False;False;False;False;True;True;True;87,0;228,0;87,0;76,51888341543514;0,7077828057178498;53,0;75,0;84,0;86,0;1,9195402298850575;1,0
True;True;False;False;True;True;True;True;False;False;False;87,0;228,0;87,0;81,43071321482115;0,761015325670498;59,0;80,0;83,0;86,0;1,8045977011494252;1,0
True;True;False;False;True;True;True;False;True;False;False;87,0;228,0;87,0;78,39294638395089;0,7365900383141764;58,0;77,0;83,0;86,0;1,9310344827586208;1,0
True;True;False;False;True;True;True;False;False;True;False;87,0;228,0;87,0;81,38430784607696;0,753965071727702;60,0;77,0;84,0;86,0;1,7701149425287357;1,0
True;True;False;False;True;True;True;False;False;False;True;87,0;228,0;87,0;80,23845220247019;0,7482179452909203;58,0;78,0;85,0;86,0;1,793103448275862;1,0
True;True;False;False;True;True;False;True;True;False;False;87,0;228,0;87,0;81,5128150210609;0,769043057836161;60,0;79,0;84,0;86,0;1,7701149425287357;1,0
True;True;False;False;True;True;False;True;False;True;False;87,0;228,0;87,0;82,16605982722925;0,7432950191570881;59,0;81,0;84,0;86,0;1,7126436781609196;1,0
True;True;False;False;True;True;False;True;False;False;True;87,0;228,0;87,0;83,51895480831013;0,772030651340996;62,0;82,0;85,0;86,0;1,6551724137931034;1,0
True;True;False;False;True;True;False;False;True;True;False;87,0;228,0;87,0;83,40115656457486;0,7928981937602626;61,0;80,0;85,0;86,0;1,6551724137931034;1,0
True;True;False;False;True;True;False;False;True;False;True;87,0;228,0;87,0;77,9967159277504;0,7350848385331145;55,0;79,0;83,0;86,0;1,8850574712643677;1,0
True;True;False;False;True;True;False;False;False;True;True;87,0;228,0;87,0;80,97022917112872;0,7463022364786599;57,0;81,0;84,0;86,0;1,7471264367816093;1,0
True;True;False;False;True;False;True;True;True;False;False;87,0;228,0;87,0;82,11251517098593;0,7816091954022989;62,0;80,0;83,0;86,0;1,793103448275862;1,0
True;True;False;False;True;False;True;True;False;True;False;87,0;228,0;87,0;84,6184050831727;0,7969348659003831;66,0;80,0;84,0;86,0;1,6781609195402298;1,0
True;True;False;False;True;False;True;True;False;False;True;87,0;228,0;87,0;81,83051331477118;0,7730569239189928;62,0;79,0;83,0;86,0;1,8045977011494252;1,0
True;True;False;False;True;False;True;False;True;True;False;87,0;228,0;87,0;81,51638466481045;0,778256704980843;61,0;76,0;84,0;86,0;1,793103448275862;1,0
True;True;False;False;True;False;True;False;True;False;True;87,0;228,0;87,0;79,35675019633041;0,750267308206362;58,0;78,0;83,0;86,0;1,8850574712643677;1,0
True;True;False;False;True;False;True;False;False;True;True;87,0;228,0;87,0;81,86620975226671;0,7896793574419877;62,0;77,0;84,0;86,0;1,7701149425287357;1,0
True;True;False;False;True;False;False;True;True;True;False;87,0;228,0;87,0;80,97379881487828;0,7559523809523809;60,0;79,0;83,0;86,0;1,793103448275862;1,0
True;True;False;False;True;False;False;True;True;False;True;87,0;228,0;87,0;82,32669379595916;0,7838441890166028;61,0;80,0;83,0;86,0;1,7586206896551724;1,0
True;True;False;False;True;False;False;True;False;True;True;87,0;228,0;87,0;81,67344898979081;0,7543103448275861;59,0;82,0;84,0;86,0;1,7471264367816093;1,0
True;True;False;False;True;False;False;False;True;True;True;87,0;228,0;87,0;81,58063825230242;0,7734674329501916;61,0;77,0;84,0;86,0;1,793103448275862;1,0
True;True;False;False;False;True;True;True;True;False;False;87,0;228,0;87,0;83,45470122081817;0,8049169859514688;62,0;81,0;85,0;86,0;1,6551724137931034;1,0
True;True;False;False;False;True;True;True;False;True;False;87,0;228,0;87,0;84,92182480188478;0,8036398467432949;63,0;81,0;85,0;86,0;1,6091954022988506;1,0
True;True;False;False;False;True;True;True;False;False;True;87,0;228,0;87,0;80,95952023988005;0,754443998930767;58,0;80,0;84,0;86,0;1,7816091954022988;1,0
True;True;False;False;False;True;True;False;True;True;False;87,0;228,0;87,0;83,97229956450346;0,8091817186644774;62,0;80,0;86,0;86,0;1,6206896551724137;1,0
True;True;False;False;False;True;True;False;True;False;True;87,0;228,0;87,0;76,8223031341472;0,7246396642948367;54,0;75,0;85,0;86,0;1,9080459770114941;1,0
True;True;False;False;False;True;True;False;False;True;True;87,0;228,0;87,0;80,3848075962019;0,7563597077430277;59,0;78,0;84,0;86,0;1,8045977011494252;1,0
True;True;False;False;False;True;False;True;True;True;False;87,0;228,0;87,0;84,72192475190977;0,7913213935667824;62,0;82,0;86,0;86,0;1,5632183908045978;1,0
True;True;False;False;False;True;False;True;True;False;True;87,0;228,0;87,0;81,5913471835511;0,7763150078707415;58,0;81,0;85,0;86,0;1,6896551724137931;1,0
True;True;False;False;False;True;False;True;False;True;True;87,0;228,0;87,0;83,65817091454274;0,7736010870533726;61,0;81,0;85,0;86,0;1,632183908045977;1,0
True;True;False;False;False;True;False;False;True;True;True;87,0;228,0;87,0;81,05590062111801;0,7630646885859396;56,0;80,0;86,0;86,0;1,6896551724137931;1,0
True;True;False;False;False;False;True;True;True;True;False;87,0;228,0;87,0;83,41543513957308;0,7948139025725234;63,0;80,0;85,0;86,0;2,0;1,0
True;True;False;False;False;False;True;True;True;False;True;87,0;228,0;87,0;81,86620975226673;0,783433679985404;62,0;79,0;85,0;86,0;2,0689655172413794;1,0
True;True;False;False;False;False;True;True;False;True;True;87,0;228,0;87,0;81,90904547726137;0,779488232074439;59,0;81,0;85,0;86,0;2,045977011494253;1,0
True;True;False;False;False;False;True;False;True;True;True;87,0;228,0;87,0;80,32412365245949;0,7629310344827587;60,0;75,0;84,0;86,0;2,160919540229885;1,0
True;True;False;False;False;False;False;True;True;True;True;87,0;228,0;87,0;82,47304918969087;0,7951331873745665;60,0;80,0;84,0;86,0;2,0229885057471266;1,0
True;False;True;True;True;True;True;False;False;False;False;79,0;192,0;79,0;80,0089003164557;0,7450588496557852;56,0;73,0;76,0;78,0;1,7721518987341771;1,0
True;False;True;True;True;True;False;True;False;False;False;79,0;192,0;79,0;82,58010284810126;0,7870863868532091;59,0;74,0;76,0;78,0;1,6835443037974684;1,0
True;False;True;True;True;True;False;False;True;False;False;79,0;192,0;79,0;80,78026107594938;0,7596602265156562;55,0;75,0;78,0;78,0;1,6708860759493671;1,0
True;False;True;True;True;True;False;False;False;True;False;79,0;192,0;79,0;80,35502373417721;0,7512214079502554;57,0;71,0;76,0;78,0;1,7974683544303798;1,0
True;False;True;True;True;True;False;False;False;False;True;79,0;192,0;79,0;80,2462420886076;0,7494448145680657;53,0;74,0;77,0;78,0;1,6835443037974684;1,0
True;False;True;True;True;False;True;True;False;False;False;79,0;192,0;79,0;83,10917721518987;0,8039640239840107;58,0;75,0;76,0;78,0;1,6455696202531647;1,0
