bp distance absolute;DEPICT p-value;predicates_score;node2vec_normal_score;node2vec_graphlet_score;node2vec_autoencode_score;node2vec_combi_score;distance_score;EVOKE_score;rdf2vec_score;struc2vec_score;Recall snps;Recall genes;Recall entries;ROC-AUC overall (lso);ROC-AUC - mean per snpl (lso);Hits@1(lso);Hits@3(lso);Hits@5(lso);Hits@10(lso);Mean rank (lso);Median rank (lso)
False;False;True;False;True;False;False;False;True;False;False;38,0;78,0;38,0;73,08612440191386;0,7390350877192983;25,0;36,0;38,0;38,0;1,4736842105263157;1,0
False;False;True;False;True;False;False;False;False;True;False;38,0;78,0;38,0;72,66746411483253;0,75;25,0;36,0;38,0;38,0;1,5263157894736843;1,0
False;False;True;False;True;False;False;False;False;False;True;38,0;78,0;38,0;72,15909090909092;0,7461622807017543;26,0;35,0;38,0;38,0;1,5526315789473684;1,0
False;False;True;False;False;True;True;False;False;False;False;38,0;78,0;38,0;77,811004784689;0,7883771929824562;27,0;37,0;37,0;38,0;1,4210526315789473;1,0
False;False;True;False;False;True;False;True;False;False;False;38,0;78,0;38,0;79,57535885167464;0,8168859649122806;28,0;37,0;37,0;38,0;1,394736842105263;1,0
False;False;True;False;False;True;False;False;True;False;False;38,0;78,0;38,0;80,35287081339713;0,8212719298245614;29,0;37,0;37,0;38,0;1,394736842105263;1,0
False;False;True;False;False;True;False;False;False;True;False;38,0;78,0;38,0;79,57535885167464;0,8037280701754386;28,0;37,0;37,0;38,0;1,394736842105263;1,0
False;False;True;False;False;True;False;False;False;False;True;38,0;78,0;38,0;79,57535885167464;0,8037280701754386;28,0;37,0;37,0;38,0;1,394736842105263;1,0
False;False;True;False;False;False;True;True;False;False;False;38,0;78,0;38,0;78,88755980861244;0,8135964912280701;27,0;37,0;38,0;38,0;1,368421052631579;1,0
False;False;True;False;False;False;True;False;True;False;False;38,0;78,0;38,0;74,2822966507177;0,7642543859649122;25,0;37,0;37,0;38,0;1,4736842105263157;1,0
False;False;True;False;False;False;True;False;False;True;False;38,0;78,0;38,0;81,42942583732057;0,8442982456140351;29,0;37,0;38,0;38,0;1,3421052631578947;1,0
False;False;True;False;False;False;True;False;False;False;True;38,0;78,0;38,0;74,2822966507177;0,7817982456140351;25,0;37,0;37,0;38,0;1,4736842105263157;1,0
