Gene rank;DEPICT For SNP rank;predicates For SNP rank;node2vec normal For SNP rank;node2vec graphlet For SNP rank;node2vec autoencode For SNP rank;node2vec combi For SNP rank;network distance For SNP rank;EVOKE For SNP rank;rdf2vec For SNP rank;struc2vec For SNP rank;Recall snps;Recall genes;Recall entries;ROC-AUC overall (lso);ROC-AUC - mean per snpl (lso);Hits@1(lso);Hits@3(lso);Hits@5(lso);Hits@10(lso);Mean rank (lso);Median rank (lso)
True;False;True;False;False;False;False;False;False;True;False;38,0;78,0;38,0;74,28229665071771;0,7390350877192983;27,0;36,0;37,0;38,0;1,5526315789473684;1,0
True;False;True;False;False;False;False;False;False;False;True;38,0;78,0;38,0;68,1519138755981;0,7017543859649124;24,0;35,0;37,0;38,0;1,736842105263158;1,0
True;False;False;True;True;False;False;False;False;False;False;41,0;91,0;41,0;62,03703703703704;0,6067073170731707;21,0;38,0;41,0;41,0;1,7804878048780488;1,0
True;False;False;True;False;True;False;False;False;False;False;41,0;91,0;41,0;68,38301716350496;0,7022357723577236;25,0;37,0;41,0;41,0;1,6829268292682926;1,0
True;False;False;True;False;False;True;False;False;False;False;41,0;91,0;41,0;61,517615176151764;0,6148373983739838;22,0;37,0;41,0;41,0;1,8048780487804879;1,0
True;False;False;True;False;False;False;True;False;False;False;41,0;91,0;41,0;67,63775971093044;0,6717479674796747;24,0;38,0;41,0;41,0;1,6585365853658536;1,0
True;False;False;True;False;False;False;False;True;False;False;41,0;91,0;41,0;65,13098464317976;0,6392276422764228;24,0;37,0;41,0;41,0;1,7560975609756098;1,0
True;False;False;True;False;False;False;False;False;True;False;41,0;91,0;41,0;63,77597109304426;0,6321138211382115;22,0;38,0;41,0;41,0;1,7317073170731707;1,0
True;False;False;True;False;False;False;False;False;False;True;41,0;91,0;41,0;62,398373983739845;0,6219512195121952;22,0;37,0;41,0;41,0;1,7804878048780488;1,0
True;False;False;False;True;True;False;False;False;False;False;41,0;91,0;41,0;68,63143631436314;0,7083333333333334;25,0;37,0;41,0;41,0;1,6585365853658536;1,0
True;False;False;False;True;False;True;False;False;False;False;41,0;91,0;41,0;66,50858175248419;0,6778455284552846;24,0;37,0;41,0;41,0;1,6829268292682926;1,0
True;False;False;False;True;False;False;True;False;False;False;41,0;91,0;41,0;65,40198735320686;0,6382113821138211;22,0;39,0;41,0;41,0;1,6585365853658536;1,0
True;False;False;False;True;False;False;False;True;False;False;41,0;91,0;41,0;64,76964769647697;0,649390243902439;23,0;37,0;41,0;41,0;1,7317073170731707;1,0
True;False;False;False;True;False;False;False;False;True;False;41,0;91,0;41,0;66,1472448057814;0,6483739837398375;23,0;38,0;41,0;41,0;1,6829268292682926;1,0
True;False;False;False;True;False;False;False;False;False;True;41,0;91,0;41,0;65,62782294489611;0,676829268292683;24,0;38,0;41,0;41,0;1,7317073170731707;1,0
True;False;False;False;False;True;True;False;False;False;False;41,0;91,0;41,0;68,74435411020777;0,7012195121951219;25,0;39,0;41,0;41,0;1,6341463414634145;1,0
True;False;False;False;False;True;False;True;False;False;False;41,0;91,0;41,0;76,35501355013551;0,7865853658536586;28,0;40,0;41,0;41,0;1,4634146341463414;1,0
True;False;False;False;False;True;False;False;True;False;False;41,0;91,0;41,0;67,5022583559169;0,6778455284552846;25,0;37,0;41,0;41,0;1,7073170731707317;1,0
True;False;False;False;False;True;False;False;False;True;False;41,0;91,0;41,0;65,51490514905149;0,6544715447154472;23,0;39,0;41,0;41,0;1,7073170731707317;1,0
True;False;False;False;False;True;False;False;False;False;True;41,0;91,0;41,0;71,97380307136405;0,7184959349593496;28,0;37,0;41,0;41,0;1,6341463414634145;1,0
True;False;False;False;False;False;True;True;False;False;False;41,0;91,0;41,0;72,38030713640468;0,6890243902439024;26,0;38,0;41,0;41,0;1,5609756097560976;1,0
True;False;False;False;False;False;True;False;True;False;False;41,0;91,0;41,0;66,50858175248419;0,6544715447154472;24,0;38,0;41,0;41,0;1,7073170731707317;1,0
True;False;False;False;False;False;True;False;False;True;False;41,0;91,0;41,0;71,79313459801264;0,6900406504065041;25,0;40,0;40,0;41,0;1,5609756097560976;1,0
True;False;False;False;False;False;True;False;False;False;True;41,0;91,0;41,0;68,99277326106595;0,6890243902439024;26,0;37,0;41,0;41,0;1,6829268292682926;1,0
True;False;False;False;False;False;False;True;True;False;False;41,0;91,0;41,0;66,50858175248419;0,6707317073170732;24,0;37,0;41,0;41,0;1,6829268292682926;1,0
True;False;False;False;False;False;False;True;False;True;False;41,0;91,0;41,0;71,38663053297199;0,6839430894308943;25,0;39,0;41,0;41,0;1,5609756097560976;1,0
True;False;False;False;False;False;False;True;False;False;True;41,0;91,0;41,0;65,89882565492321;0,649390243902439;23,0;37,0;41,0;41,0;1,6829268292682926;1,0
True;False;False;False;False;False;False;False;True;True;False;41,0;91,0;41,0;63,68563685636857;0,6290650406504066;22,0;38,0;40,0;41,0;1,7560975609756098;1,0
True;False;False;False;False;False;False;False;True;False;True;41,0;91,0;41,0;64,90514905149053;0,6443089430894309;24,0;37,0;40,0;41,0;1,853658536585366;1,0
True;False;False;False;False;False;False;False;False;True;True;41,0;91,0;41,0;66,64408310749774;0,6727642276422765;23,0;39,0;41,0;41,0;1,6585365853658536;1,0
False;True;True;True;False;False;False;False;False;False;False;38,0;78,0;38,0;80,44258373205741;0,8442982456140351;30,0;37,0;38,0;38,0;1,368421052631579;1,0
False;True;True;False;True;False;False;False;False;False;False;38,0;78,0;38,0;81,13038277511961;0,8519736842105263;30,0;37,0;37,0;38,0;1,394736842105263;1,0
False;True;True;False;False;True;False;False;False;False;False;38,0;78,0;38,0;82,47607655502392;0,8442982456140351;31,0;36,0;38,0;38,0;1,368421052631579;1,0
False;True;True;False;False;False;True;False;False;False;False;38,0;78,0;38,0;78,438995215311;0,8267543859649122;29,0;35,0;38,0;38,0;1,4473684210526316;1,0
False;True;True;False;False;False;False;True;False;False;False;38,0;78,0;38,0;78,11004784688996;0,8278508771929824;27,0;37,0;38,0;38,0;1,368421052631579;1,0
False;True;True;False;False;False;False;False;True;False;False;38,0;78,0;38,0;80,17344497607655;0,8486842105263158;29,0;38,0;38,0;38,0;1,3421052631578947;1,0
False;True;True;False;False;False;False;False;False;True;False;38,0;78,0;38,0;79,90430622009569;0,8256578947368421;30,0;35,0;37,0;38,0;1,4736842105263157;1,0
False;True;True;False;False;False;False;False;False;False;True;38,0;78,0;38,0;78,73803827751196;0,8300438596491229;29,0;36,0;37,0;38,0;1,5;1,0
False;True;False;True;True;False;False;False;False;False;False;41,0;91,0;41,0;73,30623306233062;0,7286585365853658;27,0;39,0;40,0;41,0;1,6097560975609757;1,0
False;True;False;True;False;True;False;False;False;False;False;41,0;91,0;41,0;73,80307136404699;0,7184959349593496;27,0;40,0;40,0;41,0;1,5853658536585367;1,0
False;True;False;True;False;False;True;False;False;False;False;41,0;91,0;41,0;72,76422764227642;0,7184959349593496;28,0;37,0;40,0;41,0;1,6341463414634145;1,0
False;True;False;True;False;False;False;True;False;False;False;41,0;91,0;41,0;75,9936766034327;0,7591463414634146;27,0;40,0;41,0;41,0;1,4390243902439024;1,0
False;True;False;True;False;False;False;False;True;False;False;41,0;91,0;41,0;71,4769647696477;0,7113821138211383;27,0;37,0;40,0;41,0;1,6585365853658536;1,0
False;True;False;True;False;False;False;False;False;True;False;41,0;91,0;41,0;65,92140921409214;0,649390243902439;24,0;37,0;40,0;41,0;1,7560975609756098;1,0
False;True;False;True;False;False;False;False;False;False;True;41,0;91,0;41,0;73,05781391147246;0,728658536585366;25,0;39,0;40,0;41,0;1,5365853658536586;1,0
False;True;False;False;True;True;False;False;False;False;False;41,0;91,0;41,0;79,85546522131888;0,8180894308943089;29,0;40,0;41,0;41,0;1,3658536585365855;1,0
False;True;False;False;True;False;True;False;False;False;False;41,0;91,0;41,0;73,98373983739837;0,7560975609756098;28,0;37,0;41,0;41,0;1,5609756097560976;1,0
False;True;False;False;True;False;False;True;False;False;False;41,0;91,0;41,0;74,11924119241192;0,7439024390243902;27,0;38,0;41,0;41,0;1,5121951219512195;1,0
False;True;False;False;True;False;False;False;True;False;False;41,0;91,0;41,0;69,69286359530263;0,6941056910569107;26,0;37,0;40,0;41,0;1,7317073170731707;1,0
False;True;False;False;True;False;False;False;False;True;False;41,0;91,0;41,0;70,7542908762421;0,7022357723577236;25,0;39,0;41,0;41,0;1,5609756097560976;1,0
False;True;False;False;True;False;False;False;False;False;True;41,0;91,0;41,0;72,71906052393858;0,7317073170731708;28,0;37,0;40,0;41,0;1,6585365853658536;1,0
False;True;False;False;False;True;True;False;False;False;False;41,0;91,0;41,0;76,33242999096657;0,774390243902439;29,0;39,0;40,0;41,0;1,5365853658536586;1,0
False;True;False;False;False;True;False;True;False;False;False;41,0;91,0;41,0;73,23848238482384;0,7317073170731707;27,0;38,0;41,0;41,0;1,5365853658536586;1,0
False;True;False;False;False;True;False;False;True;False;False;41,0;91,0;41,0;71,86088527551942;0,7357723577235772;27,0;38,0;41,0;41,0;1,6097560975609757;1,0
False;True;False;False;False;True;False;False;False;True;False;41,0;91,0;41,0;69,42186088527552;0,6737804878048781;22,0;40,0;41,0;41,0;1,5365853658536586;1,0
False;True;False;False;False;True;False;False;False;False;True;41,0;91,0;41,0;74,23215898825656;0,7540650406504065;28,0;38,0;41,0;41,0;1,5609756097560976;1,0
